entity_code,entity_name,entity_type,start_time,duration_sec,datasource,method,score,outage_condition
51540,AS51540 (DALNET-ASN),asn,2026-07-08T12:15:00+00:00,155400,bgp,median,6023.2558139534885,outage
47169,AS47169 (HPC-MVM-AS),asn,2026-07-08T12:20:00+00:00,387600,bgp,median,34918.91891891892,outage
40065,AS40065 (CNSERVERS),asn,2026-07-08T12:20:00+00:00,387600,bgp,median,7154.591601292109,outage
37531,AS37531 (AIRTEL-NIGER),asn,2026-07-08T12:30:00+00:00,3900,bgp,median,2267.441860465116,outage
395973,AS395973 (GOOGLE-2),asn,2026-07-08T12:40:00+00:00,386400,bgp,median,13416.666666666664,outage
1416,AS1416 (CHICAGO-PUBLIC-SCHOOLS),asn,2026-07-08T13:05:00+00:00,4200,bgp,median,5600.0,outage
16596,AS16596 (),asn,2026-07-08T13:15:00+00:00,17400,bgp,median,453.125,outage
39891,AS39891 (ALJAWWALSTC-AS),asn,2026-07-08T13:15:00+00:00,6600,bgp,median,296.02446483180427,outage
3551,AS3551 (),asn,2026-07-08T13:20:00+00:00,22800,bgp,median,1401.639344262295,outage
44629,AS44629 (POINTUA-AS),asn,2026-07-08T13:25:00+00:00,900,bgp,median,1500.0,outage
135060,AS135060 (TELAIRPTYLTD-AS-AP),asn,2026-07-08T13:35:00+00:00,8400,bgp,median,2450.0,outage
62523,AS62523 (CIRBN-LLC),asn,2026-07-08T13:40:00+00:00,2100,bgp,median,53.84615384615385,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-08T14:00:00+00:00,7200,bgp,median,4200.0,outage
27176,AS27176 (DATAWAGON),asn,2026-07-08T14:00:00+00:00,3600,bgp,median,139.53488372093025,outage
58466,AS58466 (CT-Guangzhou-IDC),asn,2026-07-08T14:00:00+00:00,3600,bgp,median,97.16599190283401,outage
18881,AS18881 (),asn,2026-07-08T14:00:00+00:00,3600,bgp,median,1494.2528735632184,outage
20472,AS20472 (SYNN),asn,2026-07-08T14:00:00+00:00,1800,bgp,median,76.92307692307692,outage
45432,AS45432 (MBTNET-IN),asn,2026-07-08T14:05:00+00:00,3000,bgp,median,53.76344086021506,outage
152672,AS152672 (AIYUN-AS-AP),asn,2026-07-08T14:40:00+00:00,3300,bgp,median,236.55913978494627,outage
54252,AS54252 (SP-NYJ),asn,2026-07-08T14:40:00+00:00,379200,bgp,median,46814.81481481481,outage
28086,AS28086 (),asn,2026-07-08T14:45:00+00:00,900,bgp,median,249.99999999999997,outage
12066,AS12066 (),asn,2026-07-08T14:45:00+00:00,900,bgp,median,1358.2914572864322,outage
9125,AS9125 (ORIONTELEKOM-AS),asn,2026-07-08T14:45:00+00:00,378900,bgp,median,6550.8298755186715,outage
394769,AS394769 (UMF-7-AS),asn,2026-07-08T14:45:00+00:00,30600,bgp,median,2999.9999999999995,outage
398432,AS398432 (WANRACK),asn,2026-07-08T15:05:00+00:00,27600,bgp,median,44516.12903225807,outage
395753,AS395753 (KKR),asn,2026-07-08T15:10:00+00:00,2400,bgp,median,133.33333333333334,outage
36907,AS36907 (TVCaboAngola),asn,2026-07-08T15:10:00+00:00,900,bgp,median,30.303030303030305,outage
49788,AS49788 (NEXTHOP),asn,2026-07-08T15:10:00+00:00,2100,bgp,median,75.67567567567568,outage
1651,AS1651 (CABLELYNX),asn,2026-07-08T15:10:00+00:00,25500,bgp,median,3863.636363636364,outage
149440,AS149440 (EVOXTENTERPRISE-AS-AP),asn,2026-07-08T15:15:00+00:00,900,bgp,median,139.53488372093025,outage
20472,AS20472 (SYNN),asn,2026-07-08T15:20:00+00:00,3600,bgp,median,153.84615384615384,outage
48470,AS48470 (JSCMTUKRISTALL-AS),asn,2026-07-08T15:25:00+00:00,32700,bgp,median,16029.411764705883,outage
37451,AS37451 (CongoTelecom),asn,2026-07-08T15:25:00+00:00,1800,bgp,median,176.47058823529412,outage
5384,AS5384 (EMIRATES-INTERNET),asn,2026-07-08T15:40:00+00:00,62400,bgp,median,2696.9205834683953,outage
210489,AS210489 (Beyond_ASN),asn,2026-07-08T15:45:00+00:00,60000,bgp,median,9090.909090909092,outage
64267,AS64267 (AS-SPRIOUS),asn,2026-07-08T15:55:00+00:00,374700,bgp,median,17454.96894409938,outage
397630,AS397630 (AS-BLAZINGSEO),asn,2026-07-08T15:55:00+00:00,374700,bgp,median,57646.15384615385,outage
16260,AS16260 (GTT-AUS),asn,2026-07-08T16:00:00+00:00,3600,bgp,median,187.5,outage
269909,AS269909 (),asn,2026-07-08T16:00:00+00:00,374400,bgp,median,27130.434782608696,outage
132298,AS132298 (ADCL-AS-AP),asn,2026-07-08T16:05:00+00:00,900,bgp,median,75.0,outage
25151,AS25151 (CYSO-AS),asn,2026-07-08T16:20:00+00:00,373200,bgp,median,19746.031746031746,outage
262643,AS262643 (),asn,2026-07-08T16:20:00+00:00,373200,bgp,median,69111.11111111111,outage
35928,AS35928 (BECKMAN-COULTER-ASN),asn,2026-07-08T16:25:00+00:00,56400,bgp,median,10444.444444444443,outage
13904,AS13904 (COSLINK),asn,2026-07-08T16:30:00+00:00,249900,bgp,median,5825.174825174825,outage
2648,AS2648 (NOAA-BOULDER),asn,2026-07-08T16:40:00+00:00,372000,bgp,median,21802.197802197803,outage
31775,AS31775 (GREENLIGHT-NETWORKS),asn,2026-07-08T16:45:00+00:00,4800,bgp,median,251.57232704402517,outage
28878,AS28878 (SIGNET-AS),asn,2026-07-08T16:50:00+00:00,371400,bgp,median,13941.441441441442,outage
263478,AS263478 (),asn,2026-07-08T16:55:00+00:00,1500,bgp,median,1000.0,outage
14677,AS14677 (CLICK-NETWORK),asn,2026-07-08T17:00:00+00:00,2700,bgp,median,437.50000000000006,outage
14065,AS14065 (TWC-14065-COUDERSPORT),asn,2026-07-08T17:00:00+00:00,35100,bgp,median,45500.00000000001,outage
27425,AS27425 (ASN-IDK-27425),asn,2026-07-08T17:00:00+00:00,370800,bgp,median,55461.53846153846,outage
212424,AS212424 (VIAREZO),asn,2026-07-08T17:05:00+00:00,1800,bgp,median,3000.0,outage
13480,AS13480 (OGOPS),asn,2026-07-08T17:05:00+00:00,7200,bgp,median,5538.461538461538,outage
36907,AS36907 (TVCaboAngola),asn,2026-07-08T17:30:00+00:00,10200,bgp,median,343.4343434343435,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-08T18:00:00+00:00,7200,bgp,median,600.0,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-08T18:05:00+00:00,1200,bgp,median,105.96026490066225,outage
30286,AS30286 (THM),asn,2026-07-08T18:05:00+00:00,1800,bgp,median,300.0,outage
33922,AS33922 (NTT-LT-AS),asn,2026-07-08T18:30:00+00:00,4800,bgp,median,179.77528089887642,outage
47674,AS47674 (NETSOLUTIONS),asn,2026-07-08T18:40:00+00:00,2100,bgp,median,2500.0,outage
11178,AS11178 (ACCESSPLUS-COMMUNICATIONS),asn,2026-07-08T18:45:00+00:00,364500,bgp,median,30375.0,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-08T18:50:00+00:00,11700,bgp,median,258.27814569536423,outage
206026,AS206026 (ipnet_kar-tel),asn,2026-07-08T19:00:00+00:00,900,bgp,median,15.151515151515152,outage
54253,AS54253 (ORCL-CHICAGO-PP),asn,2026-07-08T19:00:00+00:00,69300,bgp,median,2264.705882352941,outage
28086,AS28086 (),asn,2026-07-08T19:15:00+00:00,6300,bgp,median,1749.9999999999998,outage
11976,AS11976 (FIDN),asn,2026-07-08T19:15:00+00:00,900,bgp,median,77.65667574931881,outage
206026,AS206026 (ipnet_kar-tel),asn,2026-07-08T19:20:00+00:00,900,bgp,median,15.151515151515152,outage
206026,AS206026 (ipnet_kar-tel),asn,2026-07-08T19:40:00+00:00,900,bgp,median,15.151515151515152,outage
14571,AS14571 (),asn,2026-07-08T19:40:00+00:00,59400,bgp,median,99000.0,outage
9387,AS9387 (SHARPTEL-AS-AP),asn,2026-07-08T19:45:00+00:00,4500,bgp,median,1956.5217391304348,outage
206026,AS206026 (ipnet_kar-tel),asn,2026-07-08T20:00:00+00:00,900,bgp,median,15.151515151515152,outage
31721,AS31721 (AZERCELL-AS),asn,2026-07-08T20:00:00+00:00,1200,bgp,median,122.13740458015266,outage
52962,AS52962 (),asn,2026-07-08T20:25:00+00:00,358500,bgp,median,597500.0,outage
44533,AS44533 (Davydov-NET),asn,2026-07-08T20:35:00+00:00,9000,bgp,median,1810.3448275862067,outage
60436,AS60436 (AS_KBCGROUP_DCBE),asn,2026-07-08T20:45:00+00:00,900,bgp,median,21.73913043478261,outage
133661,AS133661 (NETPLUS-AS),asn,2026-07-08T20:55:00+00:00,1200,bgp,median,28.985507246376812,outage
13979,AS13979 (ATT-IPFR),asn,2026-07-08T21:00:00+00:00,3600,bgp,median,853.3333333333333,outage
10100,AS10100 (UBSGROUPAG-AS-AP),asn,2026-07-08T21:00:00+00:00,3600,bgp,median,115.38461538461539,outage
27064,AS27064 (DNIC-ASBLK-27032-27159),asn,2026-07-08T21:00:00+00:00,5400,bgp,median,139.31888544891643,outage
9311,AS9311 (HITRON-AS-AP),asn,2026-07-08T21:00:00+00:00,1800,bgp,median,1285.7142857142856,outage
19905,AS19905 (ULTRADDOS),asn,2026-07-08T21:05:00+00:00,10800,bgp,median,250.0,outage
2,AS2 (UDEL-DCN),asn,2026-07-08T21:15:00+00:00,6300,bgp,median,713.8810198300284,outage
139190,AS139190 (GOOGLE-AS-AP),asn,2026-07-08T21:15:00+00:00,6300,bgp,median,3796.758104738155,outage
18004,AS18004 (WIRELESSNET-ID),asn,2026-07-08T21:15:00+00:00,6300,bgp,median,218.74999999999997,outage
45820,AS45820 (TTSL-MEISISP),asn,2026-07-08T21:15:00+00:00,6300,bgp,median,111.34318766066838,outage
138699,AS138699 (TIKTOK-AS-AP),asn,2026-07-08T21:20:00+00:00,1800,bgp,median,409.09090909090907,outage
197423,AS197423 (JOTEL-AS),asn,2026-07-08T21:25:00+00:00,900,bgp,median,54.21686746987951,outage
1493,AS1493 (DNIC-ASBLK-01492-01493),asn,2026-07-08T21:35:00+00:00,900,bgp,median,49.382716049382715,outage
29076,AS29076 (CITYTELECOM-AS),asn,2026-07-08T21:35:00+00:00,1200,bgp,median,80.92485549132948,outage
25505,AS25505 (CHEREDA-KV-AS),asn,2026-07-08T21:35:00+00:00,1500,bgp,median,2500.0,outage
52271,AS52271 (),asn,2026-07-08T21:45:00+00:00,900,bgp,median,1500.0,outage
52323,AS52323 (),asn,2026-07-08T21:45:00+00:00,900,bgp,median,193.9655172413793,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-08T22:00:00+00:00,7200,bgp,median,3600.0,outage
1493,AS1493 (DNIC-ASBLK-01492-01493),asn,2026-07-08T22:00:00+00:00,58200,bgp,median,3193.4156378600824,outage
818,AS818 (DOC-AS),asn,2026-07-08T22:20:00+00:00,1200,bgp,median,2000.0,outage
3766,AS3766 (SSC-299-Z-3766),asn,2026-07-08T22:25:00+00:00,900,bgp,median,921.9687875150059,outage
44725,AS44725 (AZQTEL-AS),asn,2026-07-08T22:25:00+00:00,9900,bgp,median,12878.048780487805,outage
11840,AS11840 (VGRS-REGISTRY-AS),asn,2026-07-08T22:50:00+00:00,80700,bgp,median,6113.636363636364,outage
39087,AS39087 (PAKT-AS),asn,2026-07-08T23:00:00+00:00,2100,bgp,median,129.62962962962962,outage
13659,AS13659 (INTERTECH),asn,2026-07-08T23:05:00+00:00,2400,bgp,median,400.0,outage
398808,AS398808 (ACS-PUBLIC-01),asn,2026-07-08T23:10:00+00:00,11100,bgp,median,711.5384615384615,outage
36184,AS36184 (VIRTU-FINANCIAL),asn,2026-07-08T23:10:00+00:00,11100,bgp,median,770.8333333333333,outage
199391,AS199391 (XGlobe-199391),asn,2026-07-08T23:10:00+00:00,11100,bgp,median,440.4761904761905,outage
14860,AS14860 (AS-SMARTCOM),asn,2026-07-08T23:20:00+00:00,348000,bgp,median,53333.33333333333,outage
37684,AS37684 (ANGANI-AS),asn,2026-07-09T00:00:00+00:00,3600,bgp,median,999.9999999999999,outage
37645,AS37645 (ZAP-Angola),asn,2026-07-09T00:05:00+00:00,9600,bgp,median,175.82417582417582,outage
204601,AS204601 (ON-LINE-DATA),asn,2026-07-09T00:10:00+00:00,900,bgp,median,37.26708074534161,outage
13285,AS13285 (OPALTELECOM-AS),asn,2026-07-09T00:20:00+00:00,344400,bgp,median,43918.943152609245,outage
18111,AS18111 (NETSPEED-AS-AP),asn,2026-07-09T00:20:00+00:00,3900,bgp,median,6500.0,outage
133594,AS133594 (WPIS-AS),asn,2026-07-09T00:25:00+00:00,3300,bgp,median,407.40740740740733,outage
7575,AS7575 (AARNET-AS-AP),asn,2026-07-09T00:25:00+00:00,35700,bgp,median,873.0546909737661,outage
204601,AS204601 (ON-LINE-DATA),asn,2026-07-09T00:30:00+00:00,1800,bgp,median,74.53416149068322,outage
2588,AS2588 (LATNET-AS),asn,2026-07-09T01:00:00+00:00,1500,bgp,median,40.32258064516129,outage
199527,AS199527 (BITE-LT-AS),asn,2026-07-09T01:00:00+00:00,2100,bgp,median,2370.0787401574808,outage
19443,AS19443 (STAPLES),asn,2026-07-09T01:05:00+00:00,341700,bgp,median,16750.0,outage
51151,AS51151 (COMENERSOL-AS),asn,2026-07-09T01:10:00+00:00,22800,bgp,median,1407.4074074074072,outage
44725,AS44725 (AZQTEL-AS),asn,2026-07-09T01:20:00+00:00,1800,bgp,median,2341.4634146341464,outage
44533,AS44533 (Davydov-NET),asn,2026-07-09T01:50:00+00:00,12300,bgp,median,2474.137931034483,outage
15472,AS15472 (ASN-NEWSOFT),asn,2026-07-09T01:55:00+00:00,1800,bgp,median,2863.6363636363635,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-09T02:00:00+00:00,7200,bgp,median,1800.0,outage
41378,AS41378 (KirinoNET),asn,2026-07-09T02:00:00+00:00,3600,bgp,median,400.0,outage
137443,AS137443 (ANCHGLOBAL-AS-AP),asn,2026-07-09T02:00:00+00:00,3600,bgp,median,260.8695652173913,outage
6373,AS6373 (OPUS1),asn,2026-07-09T02:00:00+00:00,20700,bgp,median,33615.38461538462,outage
197537,AS197537 (WISDOM-CLOUD),asn,2026-07-09T02:10:00+00:00,2400,bgp,median,71.74887892376682,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-09T02:15:00+00:00,900,bgp,median,79.47019867549669,outage
33549,AS33549 (WHIPCORD),asn,2026-07-09T02:15:00+00:00,22200,bgp,median,587.3015873015872,outage
132116,AS132116 (ANINETWORK-IN),asn,2026-07-09T02:25:00+00:00,12300,bgp,median,1008.1967213114755,outage
28015,AS28015 (),asn,2026-07-09T02:25:00+00:00,900,bgp,median,228.65853658536585,outage
33779,AS33779 (wataniya-telecom-as),asn,2026-07-09T02:25:00+00:00,48000,bgp,median,1951.219512195122,outage
262253,AS262253 (),asn,2026-07-09T03:00:00+00:00,3600,bgp,median,4604.6511627906975,outage
262589,AS262589 (),asn,2026-07-09T03:00:00+00:00,3600,bgp,median,90.71274298056156,outage
27843,AS27843 (),asn,2026-07-09T03:00:00+00:00,3600,bgp,median,390.5325443786983,outage
272809,AS272809 (),asn,2026-07-09T03:00:00+00:00,2400,bgp,median,190.47619047619048,outage
668,AS668 (DNIC-AS-00668),asn,2026-07-09T03:05:00+00:00,3900,bgp,median,190.01948917837726,outage
237,AS237 (MERIT-AS-14),asn,2026-07-09T03:15:00+00:00,2400,bgp,median,221.24913574556348,outage
51522,AS51522 (ONLINE),asn,2026-07-09T03:15:00+00:00,2700,bgp,median,4500.0,outage
133676,AS133676 (PNPL-AS),asn,2026-07-09T03:15:00+00:00,1800,bgp,median,32.608695652173914,outage
45474,AS45474 (NEXUSGUARD-AS-AP),asn,2026-07-09T03:30:00+00:00,10200,bgp,median,193.1818181818182,outage
17287,AS17287 (),asn,2026-07-09T03:35:00+00:00,3900,bgp,median,6500.0,outage
24207,AS24207 (EXPRESSNET-AS-ID),asn,2026-07-09T03:35:00+00:00,8700,bgp,median,162.92134831460675,outage
269820,AS269820 (),asn,2026-07-09T03:45:00+00:00,57900,bgp,median,984.6938775510205,outage
32875,AS32875 (VIRPUS),asn,2026-07-09T04:00:00+00:00,3600,bgp,median,214.28571428571428,outage
9389,AS9389 (CGWNET),asn,2026-07-09T04:10:00+00:00,1500,bgp,median,58.309037900874635,outage
398576,AS398576 (PCBPRTLND),asn,2026-07-09T04:15:00+00:00,3300,bgp,median,1833.333333333333,outage
9875,AS9875 (PESAT1-AS-AP),asn,2026-07-09T04:15:00+00:00,330300,bgp,median,20579.439252336448,outage
38742,AS38742 (AWCC-AS-AP),asn,2026-07-09T04:25:00+00:00,3600,bgp,median,75.0,outage
12846,AS12846 (),asn,2026-07-09T04:40:00+00:00,328800,bgp,median,16606.060606060604,outage
2,AS2 (UDEL-DCN),asn,2026-07-09T04:45:00+00:00,900,bgp,median,101.9830028328612,outage
139190,AS139190 (GOOGLE-AS-AP),asn,2026-07-09T04:45:00+00:00,900,bgp,median,542.3940149625936,outage
18004,AS18004 (WIRELESSNET-ID),asn,2026-07-09T04:45:00+00:00,900,bgp,median,31.249999999999996,outage
45820,AS45820 (TTSL-MEISISP),asn,2026-07-09T04:45:00+00:00,900,bgp,median,16.388174807197945,outage
28015,AS28015 (),asn,2026-07-09T04:50:00+00:00,900,bgp,median,228.65853658536585,outage
204818,AS204818 (HOSTEUR-NET-CORE),asn,2026-07-09T04:50:00+00:00,2400,bgp,median,195.1219512195122,outage
28086,AS28086 (),asn,2026-07-09T05:00:00+00:00,3600,bgp,median,999.9999999999999,outage
409,AS409 (AFCONC-BLOCK1-AS),asn,2026-07-09T05:00:00+00:00,1200,bgp,median,30.41825095057034,outage
24634,AS24634 (Cyberia-AS),asn,2026-07-09T05:05:00+00:00,39300,bgp,median,1139.1304347826087,outage
62943,AS62943 (AS62943-BLUEBIRD-NETWORK),asn,2026-07-09T05:05:00+00:00,900,bgp,median,20.761245674740486,outage
393750,AS393750 (TRUMAN-STATE-UNIVERSITY),asn,2026-07-09T05:05:00+00:00,3600,bgp,median,6000.0,outage
272809,AS272809 (),asn,2026-07-09T05:15:00+00:00,900,bgp,median,95.23809523809523,outage
133054,AS133054 (RSHL-AS),asn,2026-07-09T05:30:00+00:00,6000,bgp,median,3333.333333333333,outage
19905,AS19905 (ULTRADDOS),asn,2026-07-09T05:45:00+00:00,14100,bgp,median,326.38888888888886,outage
11976,AS11976 (FIDN),asn,2026-07-09T05:45:00+00:00,900,bgp,median,77.65667574931881,outage
62943,AS62943 (AS62943-BLUEBIRD-NETWORK),asn,2026-07-09T05:50:00+00:00,900,bgp,median,259.51557093425606,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-09T06:00:00+00:00,7200,bgp,median,2400.0,outage
55066,AS55066 (ESTRUXTURE-BC-B),asn,2026-07-09T06:15:00+00:00,900,bgp,median,821.4285714285714,outage
53910,AS53910 (NWST-SAT),asn,2026-07-09T06:20:00+00:00,1200,bgp,median,1944.4444444444443,outage
200899,AS200899 (INTERSPACE-EUROPE),asn,2026-07-09T06:25:00+00:00,2100,bgp,median,777.7777777777777,outage
9389,AS9389 (CGWNET),asn,2026-07-09T06:30:00+00:00,7800,bgp,median,303.2069970845481,outage
204818,AS204818 (HOSTEUR-NET-CORE),asn,2026-07-09T06:35:00+00:00,900,bgp,median,73.17073170731707,outage
8159,AS8159 (KANSASNET),asn,2026-07-09T06:35:00+00:00,12600,bgp,median,21000.0,outage
205960,AS205960 (KIDC),asn,2026-07-09T06:40:00+00:00,26700,bgp,median,1236.111111111111,outage
147049,AS147049 (PACKETHUBSA-AS-AP),asn,2026-07-09T06:45:00+00:00,321300,bgp,median,5409.090909090909,outage
61466,AS61466 (),asn,2026-07-09T07:05:00+00:00,1200,bgp,median,166.66666666666663,outage
262404,AS262404 (),asn,2026-07-09T07:10:00+00:00,2700,bgp,median,562.5,outage
5974,AS5974 (DNIC-ASBLK-05800-06055),asn,2026-07-09T07:10:00+00:00,900,bgp,median,1500.0,outage
27046,AS27046 (DNIC-ASBLK-27032-27159),asn,2026-07-09T07:10:00+00:00,900,bgp,median,22.13114754098361,outage
62943,AS62943 (AS62943-BLUEBIRD-NETWORK),asn,2026-07-09T07:15:00+00:00,900,bgp,median,20.761245674740486,outage
17025,AS17025 (ZAYO-CUSTOMER-17025),asn,2026-07-09T07:20:00+00:00,2100,bgp,median,106.06060606060606,outage
39134,AS39134 (UNITEDNET),asn,2026-07-09T07:20:00+00:00,319200,bgp,median,11259.25925925926,outage
47217,AS47217 (PLANETEL-SPA),asn,2026-07-09T07:20:00+00:00,28800,bgp,median,820.5128205128206,outage
134489,AS134489 (SBLINKNETWORK-AS-AP),asn,2026-07-09T07:30:00+00:00,318600,bgp,median,26550.0,outage
17817,AS17817 (DAKSH-IN),asn,2026-07-09T07:35:00+00:00,318300,bgp,median,24113.636363636364,outage
35197,AS35197 (VISP-LB-AS),asn,2026-07-09T07:45:00+00:00,1500,bgp,median,104.16666666666666,outage
45570,AS45570 (NETPRES-AS-AP),asn,2026-07-09T07:55:00+00:00,317100,bgp,median,283125.0,outage
38731,AS38731 (VTDC-AS-VN),asn,2026-07-09T08:00:00+00:00,3600,bgp,median,352.94117647058823,outage
38726,AS38726 (VTCDIGICOM-AS-VN),asn,2026-07-09T08:00:00+00:00,3600,bgp,median,1148.936170212766,outage
28110,AS28110 (),asn,2026-07-09T08:00:00+00:00,900,bgp,median,36.58536585365854,outage
51151,AS51151 (COMENERSOL-AS),asn,2026-07-09T08:20:00+00:00,3300,bgp,median,203.70370370370367,outage
22311,AS22311 (FAIRNET-LLC),asn,2026-07-09T08:30:00+00:00,1500,bgp,median,416.66666666666663,outage
17072,AS17072 (),asn,2026-07-09T08:35:00+00:00,4800,bgp,median,625.4071661237784,outage
210402,AS210402 (Halasat-FTTX),asn,2026-07-09T08:40:00+00:00,1500,bgp,median,178.57142857142856,outage
262287,AS262287 (),asn,2026-07-09T08:40:00+00:00,900,bgp,median,35.07194244604317,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-09T08:50:00+00:00,1800,bgp,median,39.735099337748345,outage
19637,AS19637 (AVG19637),asn,2026-07-09T08:55:00+00:00,900,bgp,median,15.624999999999998,outage
328880,AS328880 (STE-INTERNET-SMART-SOLUTIONS-AS),asn,2026-07-09T09:00:00+00:00,3000,bgp,median,1105.7692307692307,outage
13654,AS13654 (KC-WEB-LLC),asn,2026-07-09T09:05:00+00:00,1500,bgp,median,71.42857142857143,outage
28015,AS28015 (),asn,2026-07-09T09:05:00+00:00,1200,bgp,median,304.8780487804878,outage
36315,AS36315 (SERVPAC),asn,2026-07-09T09:05:00+00:00,21300,bgp,median,4437.5,outage
38320,AS38320 (MMS-AS-ID),asn,2026-07-09T09:10:00+00:00,20700,bgp,median,1296.9924812030076,outage
12257,AS12257 (EMC-AS12257),asn,2026-07-09T09:25:00+00:00,1500,bgp,median,39.0625,outage
47394,AS47394 (ASC-AL-AS),asn,2026-07-09T09:25:00+00:00,2400,bgp,median,1400.0,outage
53271,AS53271 (PHENIXCITYCABLE),asn,2026-07-09T09:35:00+00:00,311100,bgp,median,67447.15447154472,outage
50837,AS50837 (CLOUDSIGMA-AS),asn,2026-07-09T09:45:00+00:00,310500,bgp,median,8625.0,outage
210402,AS210402 (Halasat-FTTX),asn,2026-07-09T09:50:00+00:00,3900,bgp,median,464.2857142857143,outage
9657,AS9657 (MELSANET-ID-AP),asn,2026-07-09T09:50:00+00:00,1800,bgp,median,93.75,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-09T10:00:00+00:00,7200,bgp,median,3600.0,outage
306,AS306 (DNIC-ASBLK-00306-00371),asn,2026-07-09T10:00:00+00:00,21300,bgp,median,525.4697889563457,outage
19905,AS19905 (ULTRADDOS),asn,2026-07-09T10:00:00+00:00,3600,bgp,median,83.33333333333333,outage
3551,AS3551 (),asn,2026-07-09T10:00:00+00:00,900,bgp,median,55.32786885245901,outage
33965,AS33965 (LITECOM),asn,2026-07-09T10:10:00+00:00,309000,bgp,median,6866.666666666668,outage
262808,AS262808 (),asn,2026-07-09T10:30:00+00:00,1800,bgp,median,103.44827586206895,outage
44486,AS44486 (SYNLINQ),asn,2026-07-09T10:30:00+00:00,1800,bgp,median,73.17073170731707,outage
58256,AS58256 (refatec),asn,2026-07-09T10:50:00+00:00,6300,bgp,median,338.7096774193548,outage
2773,AS2773 (DTAG-IOT),asn,2026-07-09T11:05:00+00:00,105600,bgp,median,28800.0,outage
5371,AS5371 (DNIC-ASBLK-05120-05376),asn,2026-07-09T11:10:00+00:00,3600,bgp,median,78.01418439716312,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-09T11:15:00+00:00,2100,bgp,median,46.35761589403974,outage
10753,AS10753 (LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE),asn,2026-07-09T11:15:00+00:00,9000,bgp,median,419.35483870967744,outage
49434,AS49434 (HARMONYHOSTING-AS),asn,2026-07-09T11:20:00+00:00,1200,bgp,median,153.84615384615384,outage
151734,AS151734 (WEBYNEDC-AS-IN),asn,2026-07-09T11:25:00+00:00,2400,bgp,median,76.92307692307692,outage
41034,AS41034 (IMPULS-AS),asn,2026-07-09T11:30:00+00:00,30000,bgp,median,1886.7924528301887,outage
134341,AS134341 (JDMBROADBAND-AS),asn,2026-07-09T11:45:00+00:00,6900,bgp,median,1533.3333333333335,outage
409,AS409 (AFCONC-BLOCK1-AS),asn,2026-07-09T11:50:00+00:00,3600,bgp,median,91.25475285171102,outage
37461,AS37461 (ORANGE-GN),asn,2026-07-09T12:05:00+00:00,24000,bgp,median,1568.627450980392,outage
52232,AS52232 (),asn,2026-07-09T12:10:00+00:00,3000,bgp,median,82.64462809917356,outage
203963,AS203963 (RubikDC),asn,2026-07-09T12:10:00+00:00,301800,bgp,median,15242.424242424242,outage
131584,AS131584 (TAIFO-AS-TW),asn,2026-07-09T12:15:00+00:00,1800,bgp,median,55.900621118012424,outage
28146,AS28146 (),asn,2026-07-09T12:20:00+00:00,174600,bgp,median,6037.3443983402485,outage
262913,AS262913 (),asn,2026-07-09T12:30:00+00:00,14100,bgp,median,671.4285714285714,outage
8119,AS8119 (DTN-AS),asn,2026-07-09T12:30:00+00:00,4800,bgp,median,695.6521739130435,outage
393451,AS393451 (ONLIGHTAURORA),asn,2026-07-09T12:30:00+00:00,125700,bgp,median,209500.0,outage
38553,AS38553 (DCTECHDVO-AS-AP),asn,2026-07-09T12:35:00+00:00,300300,bgp,median,13902.777777777777,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-09T12:40:00+00:00,138600,bgp,median,3059.602649006623,outage
26328,AS26328 (BLASTCOMM),asn,2026-07-09T12:40:00+00:00,17700,bgp,median,4538.461538461539,outage
262253,AS262253 (),asn,2026-07-09T12:45:00+00:00,900,bgp,median,1151.1627906976744,outage
262589,AS262589 (),asn,2026-07-09T12:45:00+00:00,900,bgp,median,19.48051948051948,outage
27843,AS27843 (),asn,2026-07-09T12:45:00+00:00,900,bgp,median,97.63313609467457,outage
16596,AS16596 (),asn,2026-07-09T12:45:00+00:00,9000,bgp,median,292.96875,outage
35928,AS35928 (BECKMAN-COULTER-ASN),asn,2026-07-09T12:55:00+00:00,2700,bgp,median,50.0,outage
51151,AS51151 (COMENERSOL-AS),asn,2026-07-09T12:55:00+00:00,63300,bgp,median,3907.407407407407,outage
5371,AS5371 (DNIC-ASBLK-05120-05376),asn,2026-07-09T13:00:00+00:00,900,bgp,median,30.141843971631207,outage
40676,AS40676 (AS40676),asn,2026-07-09T13:20:00+00:00,8400,bgp,median,258.15602836879435,outage
